FullText,Name,Address,ACT,AD,ADLT,ADM,AH,ALZ,AOT,ARIPI,ASENA,AT,BMT,BREXP,CARIP,CBT,CCBHC,CDM,CFT,CHLD,CHLOR,CIT,CJ,CLF,CLOZA,CM,CMHC,CMHG,CO,COOT,CRT,CSBG,DBT,DEC,DROPE,DV,ECT,EMDR,ES,FG,FLUPH,FPSY,FQHC,GL,GT,HALOP,HI,HIVT,HS,HV,ICM,IDD,IH,ILOPE,IMR,IPC,IPT,ITU,KIT,LAD,LMG,LOXAP,LURAS,MC,MD,MF,MH,MI,MSMH,NRT,NSC,OLANZ,OLANZF,OMH,OP,ORES,OSF,OSG,PA,PALIP,PCF,PED,PEER,PEFP,PEOFF,PEON,PERPH,PH,PHDT,PI,PIMOZ,PROCH,PRS,PSY,PTSD,PVTN,PVTP,QUETI,RES,RISPE,RTCA,RTCC,SCJJ,SE,SED,SEF,SEMP,SF,SH,SHB,SHC,SI,SMA,SMHA,SMI,SMON,SMOP,SMPD,SNR,SPS,SS,STDT,STU,SUMH,SWFS,TAY,TBG,TBI,TBS,TCC,TELE,THIOR,THIOT,TMS,TPC,TRIFL,TRMA,TT,VAF,VAMC,VET,VO,VRS,WI,YAD,ZIPRA
"Sheppard Pratt at Ellicott City 4100 College Avenue Ellicott City, Maryland 21043 Phone: (443) 364-5500 Intake: (410) 938-3800 ① MH SUMH ③ HI PHDT ④ PSY ⑤ CHLOR FLUPH HALOP ⑥ AT GT IDD ⑧ PVTN ⑩ MC MD MI OSF PI SF SI ⑪ PA ⑫ AD CO ⑬ HIVT SHB SHC STDT TBS ⑭ FPSY SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH",Sheppard Pratt at Ellicott City ,"4100 College Avenue Ellicott City, Maryland 21043",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Sheppard Pratt Health System The Mann Residential Treatment Center 6501 North Charles Street Towson, Maryland 21285 Phone: (410) 938-4525 Intake: (410) 938-5152 ① MH ③ RES ④ RTCC ⑤ CHLOR HALOP ARIPI CLOZA OLANZ QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT GT IDD IPT TT ⑦ PEON ⑧ PVTN ⑩ CLF MD PI SCJJ SEF SF SI SMHA SWFS ⑫ AD GL CJ CO HV TRMA PED PTSD SED ⑭ CM COOT DEC ES FPSY ⑯ SMON ⑰ CHLD ⑲ AH ⑳ SP",Sheppard Pratt Health System The Mann Residential Treatment Center ,"6501 North Charles Street Towson, Maryland 21285",0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"Sheppard Pratt PRP 20 Winters Lane Catonsville, Maryland 21228 Phone: (410) 453-9553 Intakes: (410) 453-9553x1119 (410) 453-9700 ① MH SUMH ③ OP PHDT ④ PH ⑥ AT GT IDD ⑦ PEON ⑧ PVTN ⑩ CLF CMHG CSBG FG MC MD OSF SF ⑫ CO ⑭ CM COOT DEC ES HS PRS SEMP SH VRS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT SNR YAD",Sheppard Pratt PRP ,"20 Winters Lane Catonsville, Maryland 21228",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"SMR Counseling Services LLC 3909 National Drive Suite 100 Burtonsville, Maryland 20866 Phone: (240) 389-1487 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CFT DBT GT IPT TT ⑦ CIT ⑧ PVTP ⑩ CLF CMHG CSBG ITU MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ⑪ PA SS ⑫ AD TAY SE GL VET ADM MF CJ CO DV TRMA PED PTSD SED SMI ⑭ CM COOT DEC ES FPSY ICM IMR IPC PEER PRS SEMP SPS ⑮ TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP F17",SMR Counseling Services LLC ,"3909 National Drive Suite 100 Burtonsville, Maryland 20866",0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"SMR Counseling Services LLC 7915 Malcolm Road Suite 100 Clinton, Maryland 20735 Phone: (301) 374-8926 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CFT DBT GT IPT TT ⑦ CIT ⑧ PVTP ⑩ CLF CMHG CSBG ITU MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ⑪ PA SS ⑫ AD TAY SE GL VET ADM MF CJ CO DV TRMA PED PTSD SED SMI ⑭ CM COOT DEC ES FPSY ICM IMR IPC PEER PRS SEMP SPS ⑮ TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP F17",SMR Counseling Services LLC ,"7915 Malcolm Road Suite 100 Clinton, Maryland 20735",0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
"Steven A Cohen Military Family Clinic at Easterseals 1420 Spring Street Suite 300 Silver Spring, Maryland 20910 Phone: (240) 847-7500 ① MH ② TELE ③ OP ④ OMH ⑥ BMT CBT CFT EMDR GT IPT TT ⑧ PVTN ⑨ FQHC ⑩ CMHG MI PCF SF VAF ⑪ PA ⑫ AD VET MF PTSD ⑭ CM COOT SPS VRS ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ SP",Steven A Cohen Military Family Clinic at Easterseals ,"1420 Spring Street Suite 300 Silver Spring, Maryland 20910",0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
"TATEIOMS LLC 14435 Cherry Lane Court Suite 300 Laurel, Maryland 20707 Phone: (301) 362-0090 ① MH ③ OP ④ OMH ⑥ CBT CFT DBT GT IPT ⑧ PVTP ⑩ CLF MC MD MI PI SF ⑫ SE GL MF CJ CO TRMA PTSD ⑭ COOT DEC ES FPSY IMR PRS VRS ⑯ SMPD",TATEIOMS LLC ,"14435 Cherry Lane Court Suite 300 Laurel, Maryland 20707",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Therapeutic Living for Families 3425 Sinclair Lane Baltimore, Maryland 21213 Phone: (410) 366-1151 ① MH SUMH ③ OP PHDT ④ CMHC ⑥ CBT CFT GT IDD IPT TT ⑦ WI ⑧ PVTP ⑩ MC MD PI SCJJ SF SI SMHA SWFS ⑫ AD CO ⑭ COOT FPSY IMR PRS SEMP ⑮ STU ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH",Therapeutic Living for Families ,"3425 Sinclair Lane Baltimore, Maryland 21213",0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"Total Health Care Inc 1501 Division Street Baltimore, Maryland 21217 Phone: (410) 383-8300x10506 Intakes: (410) 383-8300x20901 (410) 383-8300x30901 ① MH SUMH ③ OP ④ CMHC ⑤ CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑦ CIT ⑧ PVTN ⑨ FQHC ⑩ MC MD PI SF SI SMHA ⑪ PA SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA PEFP PTSD SMI ⑬ HIVT SHB SHC STDT TBS ⑭ AOT CDM CM COOT DEC FPSY ICM IMR IPC PEER SPS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP F19 F28",Total Health Care Inc ,"1501 Division Street Baltimore, Maryland 21217",0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1
"TRICO Clinical Services Ltd 46940 South Shangri La Drive Lexington Park, Maryland 20653 Phone: (301) 862-4961 ① MH ③ OP ④ OMH ⑥ CFT GT IPT ⑦ PEON PEOFF ⑧ PVTN ⑩ CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ⑪ PA SS ⑫ AD TAY SE GL VET ADM MF CJ CO TRMA TBI ALZ PED PTSD SMI ⑭ COOT FPSY ⑯ SMON ⑰ ADLT CHLD SNR YAD",TRICO Clinical Services Ltd ,"46940 South Shangri La Drive Lexington Park, Maryland 20653",0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
"UM Harford Memorial Hospital Behavioral Health IP/OP 501 South Union Avenue Havre de Grace, Maryland 21078 Phone: (443) 843-8800 ① MH SUMH ② TELE ③ HI OP PHDT ④ PSY ⑤ CHLOR FLUPH HALOP PERPH PROCH THIOT THIOR ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑦ PEON WI ⑧ PVTN ⑩ MC MD MI PI SF SI VAF ⑫ SE CO SMI ⑭ CM FPSY PEER SPS ⑮ NRT STU TCC ⑯ SMON ⑰ ADLT SNR YAD ⑲ AH",UM Harford Memorial Hospital Behavioral Health IP/OP ,"501 South Union Avenue Havre de Grace, Maryland 21078",0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
"UMMS/PACT 701 West Pratt Street 5th Floor Baltimore, Maryland 21201 Phone: (410) 328-2564 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP LOXAP PERPH PROCH TRIFL ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ BMT CBT GT IDD IPT TT ⑦ PEON ⑧ PVTN ⑩ MC MD ⑫ AD SE CO PTSD SMI ⑬ HIVT SHB SHC STDT ⑭ ACT COOT ES PEER SEMP SPS ⑮ NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH",UMMS/PACT ,"701 West Pratt Street 5th Floor Baltimore, Maryland 21201",1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"Universal Therapeutic Center Inc 5602 Baltimore National Pike Suite 700 Catonsville, Maryland 21228 Phone: (443) 315-5143 ① MH SUMH ③ OP ④ OMH ⑥ BMT CFT GT IPT TT ⑧ PVTP ⑩ MC MD ⑪ PA ⑫ AD TAY SE TRMA PTSD SED ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Universal Therapeutic Center Inc ,"5602 Baltimore National Pike Suite 700 Catonsville, Maryland 21228",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"University of Maryland Center for Infant Study 701 West Pratt Street 4th Floor Baltimore, Maryland 21201 Phone: (410) 328-3522 Intake: (410) 328-5881 ① MH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CFT GT IPT TT ⑧ PVTN ⑩ FG MD PI PCF ⑫ GL MF DV TRMA PTSD SED ⑭ FPSY ⑯ SMON ⑰ CHLD ⑲ AH",University of Maryland Center for Infant Study ,"701 West Pratt Street 4th Floor Baltimore, Maryland 21201",0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"University of Maryland Medical Center Department of Psychiatry 22 South Greene Street Baltimore, Maryland 21201 Phone: (410) 328-5161 Intake: (410) 328-6231 ① MH SUMH ② TELE ③ HI PHDT ④ PSY ⑤ CHLOR FLUPH HALOP LOXAP PROCH ARIPI CLOZA ILOPE LURAS OLANZ QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT ECT GT IDD IPT TT ⑦ CIT PEON WI ⑧ PVTN ⑩ CSBG MC MD MI OSF PI SF SI SMHA SWFS ⑫ AD SE CO TRMA ALZ PTSD SED SMI ⑬ HIVT SHB SHC STDT ⑭ CM DEC FPSY IMR IPC PEER SPS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH",University of Maryland Medical Center Department of Psychiatry ,"22 South Greene Street Baltimore, Maryland 21201",0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
"University of Maryland Medical Center Fayette Clinic 701 West Pratt Street 3rd Floor Baltimore, Maryland 21201 Phone: (410) 328-2207 Intake: (410) 328-9621 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ CHLOR FLUPH HALOP LOXAP PERPH THIOT THIOR TRIFL ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT GT IDD IPT TT ⑦ PEON ⑧ PVTN ⑩ CLF MC MD ⑫ SE CJ CO TRMA PEFP PTSD SMI ⑬ HIVT SHB SHC STDT ⑭ CM COOT FPSY IMR IPC ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT SNR YAD ⑲ AH",University of Maryland Medical Center Fayette Clinic ,"701 West Pratt Street 3rd Floor Baltimore, Maryland 21201",0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1
"University of Maryland Medical Center Walter P Carter Carruthers Clinic 827 Linden Avenue 2nd Floor Baltimore, Maryland 21201 Phone: (410) 462-5799 Intake: (410) 328-9621 ① MH SUMH ③ OP ④ CMHC ⑤ CHLOR FLUPH HALOP LOXAP THIOR ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑧ PVTN ⑩ MC MD ⑪ PA ⑫ AD TAY CO TRMA PEFP PTSD SED SMI ⑭ COOT FPSY IMR IPC ⑮ NRT STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH",University of Maryland Medical Center Walter P Carter Carruthers Clinic ,"827 Linden Avenue 2nd Floor Baltimore, Maryland 21201",0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"University of Maryland Midtown Campus Behavioral Health 827 Linden Avenue Baltimore, Maryland 21201 Phone: (410) 225-8155 Intake: (410) 328-3621 ① MH SUMH ② TELE ③ HI OP PHDT ④ PSY ⑤ CHLOR FLUPH HALOP LOXAP PERPH PROCH ARIPI BREXP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ AT CBT GT IDD IPT ⑦ PEON WI ⑧ PVTN ⑩ MC MD PI SF SI ⑫ AD PEFP PTSD SMI ⑬ HIVT SHB SHC STDT ⑭ CM DEC FPSY IMR IPC PEER SPS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD YAD ⑲ AH",University of Maryland Midtown Campus Behavioral Health ,"827 Linden Avenue Baltimore, Maryland 21201",0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"University of Maryland Saint Josephs Medical Center/Dept of Psych 1 West 7601 Osler Drive Towson, Maryland 21204 Phone: (410) 337-1580 ① MH ③ HI OP PHDT ④ PSY ⑤ CHLOR HALOP PIMOZ ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ CBT CFT DBT ECT GT IDD IPT ⑦ CIT PEON WI ⑧ PVTN ⑩ MC MD MI PI SF SI ⑫ CO SMI ⑬ HIVT SHB SHC STDT TBS ⑭ DEC FPSY IMR IPC PEER ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT SNR YAD ⑲ AH",University of Maryland Saint Josephs Medical Center/Dept of Psych ,"1 West 7601 Osler Drive Towson, Maryland 21204",0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"Upper Bay Counseling and Support Servs 626 Revolution Street Havre de Grace, Maryland 21078 Phone: (410) 939-8744 Intakes: (410) 996-3450 (800) 467-0304 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP LOXAP PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT EMDR GT IDD IPT TT ⑧ PVTN ⑩ CLF MC MD MI PI SCJJ SF SI SMHA SWFS VAF ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA PEFP PTSD SED SMI ⑭ COOT FPSY IMR PRS SEMP SPS ⑮ STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Upper Bay Counseling and Support Servs ,"626 Revolution Street Havre de Grace, Maryland 21078",0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1
"Upper Bay Counseling and Support Servs Adult Services 200 Booth Street Elkton, Maryland 21921 Phone: (410) 996-5104 Intake: (800) 467-0304 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ CHLOR FLUPH HALOP LOXAP PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA CLOZA LURAS OLANZ QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT EMDR GT IDD IPT TT ⑧ PVTN ⑩ CLF MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA PEFP PTSD SED SMI ⑭ ACT COOT FPSY HS PEER PRS SEMP SH SPS ⑮ STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH",Upper Bay Counseling and Support Servs Adult Services ,"200 Booth Street Elkton, Maryland 21921",1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1
